timestamp,ram_percent
2026-01-01 00:00:00,20.0
2026-01-01 00:00:02,20.14901424590337
2026-01-01 00:00:04,20.107534955552016
2026-01-01 00:00:06,20.037288943135014
2026-01-01 00:00:08,19.96704785605026
2026-01-01 00:00:10,20.44081170070248
2026-01-01 00:00:12,20.67104211944835
2026-01-01 00:00:14,20.530199803667866
2026-01-01 00:00:16,20.692967816743657
2026-01-01 00:00:18,20.765556498213467
2026-01-01 00:00:20,20.191572424816126
2026-01-01 00:00:22,19.8877230887158
2026-01-01 00:00:24,19.98199728849438
2026-01-01 00:00:26,20.421691919170847
2026-01-01 00:00:28,20.353959029024885
2026-01-01 00:00:30,20.19064421166733
2026-01-01 00:00:32,20.22392098858029
2026-01-01 00:00:34,20.04372938160465
2026-01-01 00:00:36,19.956221256666666
2026-01-01 00:00:38,19.952172089245284
2026-01-01 00:00:40,19.634858810558512
2026-01-01 00:00:42,19.88162228418947
2026-01-01 00:00:44,19.51536918919816
2026-01-01 00:00:46,19.116913374528632
2026-01-01 00:00:48,19.17597174528937
2026-01-01 00:00:50,19.397511719287994
2026-01-01 00:00:52,19.448922203644987
2026-01-01 00:00:54,19.414227718928515
2026-01-01 00:00:56,19.32389661025173
2026-01-01 00:00:58,19.185704978963795
2026-01-01 00:01:00,19.50284164682947
2026-01-01 00:01:02,19.60006683764791
2026-01-01 00:01:04,19.484542153523012
2026-01-01 00:01:06,19.281465553431225
2026-01-01 00:01:08,26.17423412416023
2026-01-01 00:01:10,32.548277132406156
2026-01-01 00:01:12,34.9925450428107
2026-01-01 00:01:14,37.68775939996148
2026-01-01 00:01:16,43.427548160926825
2026-01-01 00:01:18,45.80889826264297
2026-01-01 00:01:20,49.75999819480345
2026-01-01 00:01:22,55.58534302293473
2026-01-01 00:01:24,60.41863257390642
2026-01-01 00:01:26,66.69810129724439
2026-01-01 00:01:28,72.06576448266136
2026-01-01 00:01:30,77.02853806084771
2026-01-01 00:01:32,81.593784170999
2026-01-01 00:01:34,81.83845468653534
2026-01-01 00:01:36,81.87327351383061
2026-01-01 00:01:38,81.75367057364426
2026-01-01 00:01:40,81.66580181850925
2026-01-01 00:01:42,81.80864684711395
2026-01-01 00:01:44,81.48524940595668
2026-01-01 00:01:46,81.28454658852286
2026-01-01 00:01:48,81.65070743560369
2026-01-01 00:01:50,81.78220787946756
2026-01-01 00:01:52,81.82103889920678
2026-01-01 00:01:54,82.20849689541994
2026-01-01 00:01:56,81.927675657869
2026-01-01 00:01:58,81.7966107992299
2026-01-01 00:02:00,81.91505891005572
2026-01-01 00:02:02,71.80758588428006
2026-01-01 00:02:04,64.58650777957276
2026-01-01 00:02:06,56.21035606553647
2026-01-01 00:02:08,47.97832674532892
2026-01-01 00:02:10,35.94813715637714
2026-01-01 00:02:12,21.230316329167536
2026-01-01 00:02:14,21.3086329108215
2026-01-01 00:02:16,20.73300154623179
2026-01-01 00:02:18,20.725047383597026
2026-01-01 00:02:20,20.743116446579336
2026-01-01 00:02:22,21.482089080324922
2026-01-01 00:02:24,21.424380790890584
2026-01-01 00:02:26,21.514844993590668
2026-01-01 00:02:28,21.857691837945175
2026-01-01 00:02:30,22.08327174775121
2026-01-01 00:02:32,22.50411004103204
2026-01-01 00:02:34,22.083554722194354
2026-01-01 00:02:36,21.786393824655146
2026-01-01 00:02:38,21.616504505774316
2026-01-01 00:02:40,21.151305476454475
2026-01-01 00:02:42,21.171874368896283
2026-01-01 00:02:44,20.89604709862614
2026-01-01 00:02:46,21.361027420131403
2026-01-01 00:02:48,21.126051432430533
2026-01-01 00:02:50,21.02943297756883
2026-01-01 00:02:52,21.273488142779733
2026-01-01 00:02:54,20.904228847849545
2026-01-01 00:02:56,20.42198387748118
2026-01-01 00:02:58,20.47737403504087
2026-01-01 00:03:00,20.5553388733154
2026-01-01 00:03:02,20.789885734848593
2026-01-01 00:03:04,20.946468204533662
2026-01-01 00:03:06,21.03556360650362
2026-01-01 00:03:08,20.83155619003007
2026-01-01 00:03:10,20.90123229917837
2026-01-01 00:03:12,20.989154041167975
2026-01-01 00:03:14,23.95400234967297
2026-01-01 00:03:16,30.10537353582913
2026-01-01 00:03:18,33.45098939259249
2026-01-01 00:03:20,36.87448391757329
2026-01-01 00:03:22,43.35343234828144
2026-01-01 00:03:24,50.448772811246506
